transaction_i_d,customer_i_d,product_segment,region_assignment,sales_channel,units_demanded,unit_price_u_s_d,discount_decimal,tax_rate,shipping_fee,order_open_date,order_close_date,customer_age,lead_source,priority_status,warehouse_code,return_requested,manager_review
TXN-10545,CUST-1242,Wireless Headphones,East,Online,9.0,461.89,0.23,0.08,34.68,2025-03-05,2025-03-11,55,Web Search,Low,WH-3,False,Pending
TXN-10546,CUST-1134,Premium Laptop,East,Retail,5.0,180.59,0.08,0.08,32.11,2025-05-20,2025-06-06,27,Social Media,Urgent,WH-3,False,Approved
TXN-10547,CUST-1074,Smartphone X,East,Online,10.0,822.31,0.15,0.08,15.09,2025-03-17,2025-03-20,23,Email Campaign,High,WH-5,False,Pending
TXN-10548,CUST-1271,Premium Laptop,West,Wholesale,4.0,648.35,0.09,0.08,39.92,2025-04-24,2025-05-06,19,Web Search,Urgent,WH-2,True,Approved
TXN-10549,CUST-1445,Smartphone X,South,Online,9.0,938.17,0.04,0.08,11.75,2025-01-14,2025-01-27,52,Web Search,Low,WH-5,True,Approved
TXN-10550,CUST-1222,Smart Watch V2,East,Retail,7.0,648.19,0.19,0.08,7.15,2025-09-15,2025-09-28,55,Social Media,Low,WH-4,True,Pending
TXN-10551,CUST-1006,Smart Watch V2,South,Online,7.0,1030.01,0.02,0.08,33.7,2025-02-11,2025-02-12,60,Web Search,High,WH-4,False,Pending
TXN-10552,CUST-1147,Smartphone X,East,Online,8.0,684.69,0.22,0.08,24.02,2025-06-13,2025-06-24,70,Referral,Medium,WH-1,False,Pending
TXN-10553,CUST-1474,Smart Watch V2,West,Wholesale,5.0,695.08,0.1,0.08,38.96,2025-03-16,2025-03-26,22,Web Search,Medium,WH-4,True,Pending
TXN-10554,CUST-1408,Wireless Headphones,West,Online,3.0,1058.15,0.0,0.08,20.34,2025-08-30,2025-09-04,43,Referral,Urgent,WH-2,False,Approved
TXN-10555,CUST-1229,Wireless Headphones,East,Online,10.0,514.01,0.15,0.08,11.73,2025-12-28,2026-01-17,37,Web Search,High,WH-3,False,Pending
TXN-10556,CUST-1195,Wireless Headphones,South,Retail,7.0,204.12,0.01,0.08,38.46,2025-01-03,2025-01-04,28,Email Campaign,High,WH-3,True,Rejected
TXN-10557,CUST-1347,Smartphone X,East,Online,4.0,83.1,0.08,0.08,26.96,2025-05-12,2025-05-17,46,Web Search,Urgent,WH-4,True,Pending
TXN-10558,CUST-1161,Premium Laptop,North,Retail,6.0,918.41,0.21,0.08,12.57,2025-10-08,2025-10-28,74,Web Search,Medium,WH-4,True,Pending
TXN-10559,CUST-1492,Smartphone X,South,Wholesale,3.0,763.36,0.02,0.08,33.82,2025-09-28,2025-10-08,50,Email Campaign,Medium,WH-3,False,Approved
TXN-10560,CUST-1271,Smart Watch V2,East,Online,8.0,859.69,0.25,0.08,25.44,2025-05-02,2025-05-04,32,Email Campaign,Medium,WH-4,True,Pending
TXN-10561,CUST-1349,Smartphone X,East,Wholesale,10.0,294.91,0.0,0.08,29.17,2025-05-03,2025-05-23,46,Email Campaign,Medium,WH-2,True,Approved
TXN-10562,CUST-1489,Smartphone X,North,Online,1.0,206.83,0.07,0.08,23.44,2025-08-23,2025-09-08,41,Web Search,Medium,WH-1,False,Approved
TXN-10563,CUST-1021,Smart Watch V2,South,Retail,2.0,66.73,0.22,0.08,38.15,2025-11-02,2025-11-19,18,Email Campaign,Low,WH-3,True,Pending
TXN-10564,CUST-1049,Premium Laptop,North,Retail,1.0,453.18,0.09,0.08,38.18,2025-10-22,2025-10-27,21,Social Media,Medium,WH-5,True,Pending
TXN-10565,CUST-1469,Smartphone X,North,Retail,1.0,728.41,0.03,0.08,33.38,2025-05-30,2025-06-19,34,Referral,High,WH-3,True,Approved
TXN-10566,CUST-1272,Smart Watch V2,East,Online,2.0,501.08,0.11,0.08,9.22,2025-06-30,2025-07-14,44,Referral,Medium,WH-5,True,Rejected
TXN-10567,CUST-1326,Wireless Headphones,West,Online,6.0,553.1,0.08,0.08,38.55,2025-04-06,2025-04-09,48,Social Media,Low,WH-3,True,Approved
TXN-10568,CUST-1181,Wireless Headphones,South,Online,3.0,1089.78,0.25,0.08,31.84,2025-09-26,2025-09-29,71,Web Search,Medium,WH-1,True,Approved
TXN-10569,CUST-1489,Smart Watch V2,North,Online,5.0,450.49,0.09,0.08,32.88,2025-09-27,2025-10-14,71,Referral,Medium,WH-4,True,Rejected
TXN-10570,CUST-1432,Smart Watch V2,East,Online,6.0,641.09,0.24,0.08,19.52,2025-10-11,2025-10-27,54,Web Search,Urgent,WH-3,True,Rejected
TXN-10571,CUST-1221,Wireless Headphones,North,Wholesale,6.0,951.2,0.27,0.08,40.17,2025-01-23,2025-02-04,56,Web Search,Low,WH-5,True,Approved
TXN-10572,CUST-1312,Wireless Headphones,North,Retail,8.0,506.02,0.13,0.08,34.01,2025-05-10,2025-05-22,66,Web Search,Low,WH-1,True,Approved
TXN-10573,CUST-1470,Smartphone X,South,Online,3.0,765.4,0.27,0.08,9.5,2025-02-04,2025-02-08,23,Social Media,Low,WH-4,False,Rejected
TXN-10574,CUST-1333,Tablet Ultra,South,Online,2.0,1041.72,0.11,0.08,21.31,2025-10-25,2025-11-05,50,Social Media,High,WH-1,True,Rejected
TXN-10575,CUST-1439,Smartphone X,South,Online,3.0,1141.95,0.29,0.08,40.46,2025-03-10,2025-03-28,61,Web Search,Urgent,WH-4,True,Approved
TXN-10576,CUST-1139,Smartphone X,West,Retail,3.0,219.13,0.03,0.08,6.89,2025-06-23,2025-06-29,35,Social Media,Medium,WH-1,True,Rejected
TXN-10577,CUST-1171,Wireless Headphones,East,Retail,2.0,1115.58,0.21,0.08,43.46,2025-12-17,2026-01-02,56,Web Search,Medium,WH-3,False,Pending
TXN-10578,CUST-1138,Smartphone X,West,Online,10.0,615.93,0.15,0.08,32.17,2025-11-20,2025-11-25,53,Web Search,Low,WH-1,True,Rejected
TXN-10579,CUST-1136,Smart Watch V2,West,Online,9.0,346.98,0.12,0.08,30.26,2025-02-02,2025-02-17,27,Email Campaign,Low,WH-2,True,Approved
TXN-10580,CUST-1410,Premium Laptop,East,Retail,8.0,578.01,0.19,0.08,15.82,2025-01-19,2025-01-21,66,Referral,Urgent,WH-2,False,Pending
TXN-10581,CUST-1050,Premium Laptop,North,Online,5.0,1177.04,0.21,0.08,14.95,2025-04-13,2025-04-24,60,Web Search,Low,WH-1,True,Pending
TXN-10582,CUST-1130,Smart Watch V2,South,Wholesale,4.0,616.51,0.0,0.08,42.68,2025-06-08,2025-06-26,48,Web Search,Medium,WH-5,False,Pending
TXN-10583,CUST-1335,Smartphone X,West,Online,3.0,428.06,0.05,0.08,16.93,2025-08-31,2025-09-07,21,Web Search,Medium,WH-1,True,Pending
TXN-10584,CUST-1299,Premium Laptop,East,Retail,2.0,778.41,0.21,0.08,36.02,2025-05-27,2025-05-29,55,Web Search,Urgent,WH-4,True,Rejected
TXN-10585,CUST-1200,Smartphone X,West,Online,3.0,326.17,0.2,0.08,20.72,2025-12-02,2025-12-06,63,Social Media,Medium,WH-5,True,Rejected
TXN-10586,CUST-1236,Smart Watch V2,North,Online,8.0,137.24,0.29,0.08,10.57,2025-07-08,2025-07-21,75,Web Search,Low,WH-5,True,Approved
TXN-10587,CUST-1395,Smart Watch V2,North,Wholesale,3.0,198.21,0.23,0.08,5.43,2025-08-14,2025-08-27,68,Referral,Urgent,WH-1,False,Approved
TXN-10588,CUST-1345,Smart Watch V2,South,Wholesale,10.0,197.25,0.29,0.08,26.77,2025-06-23,2025-07-09,25,Web Search,Medium,WH-3,False,Rejected
TXN-10589,CUST-1383,Smart Watch V2,North,Retail,6.0,224.69,0.21,0.08,44.03,2025-12-21,2026-01-07,20,Web Search,High,WH-1,True,Pending
TXN-10590,CUST-1123,Wireless Headphones,North,Online,10.0,209.65,0.09,0.08,19.77,2025-05-17,2025-05-31,53,Email Campaign,Medium,WH-2,True,Rejected
TXN-10591,CUST-1375,Wireless Headphones,South,Online,8.0,787.01,0.03,0.08,19.29,2025-02-10,2025-02-16,29,Email Campaign,Low,WH-3,False,Pending
TXN-10592,CUST-1344,Smart Watch V2,North,Online,8.0,259.16,0.23,0.08,18.76,2025-10-07,2025-10-11,61,Web Search,Low,WH-3,True,Pending
TXN-10593,CUST-1301,Wireless Headphones,South,Retail,10.0,447.52,0.19,0.08,25.82,2025-02-10,2025-02-20,62,Web Search,Medium,WH-4,False,Approved
TXN-10594,CUST-1394,Smartphone X,East,Retail,6.0,1081.31,0.01,0.08,22.63,2025-06-06,2025-06-20,32,Web Search,Low,WH-4,True,Rejected
TXN-10595,CUST-1099,Smartphone X,East,Retail,6.0,595.06,0.11,0.08,40.2,2025-03-27,2025-04-08,42,Web Search,Medium,WH-1,True,Pending
TXN-10596,CUST-1266,Smartphone X,North,Online,3.0,817.69,0.29,0.08,25.22,2025-08-17,2025-08-29,67,Web Search,Urgent,WH-5,True,Rejected
TXN-10597,CUST-1172,Premium Laptop,West,Retail,7.0,248.17,0.15,0.08,25.31,2025-11-11,2025-11-20,55,Social Media,Medium,WH-3,True,Rejected
TXN-10598,CUST-1346,Tablet Ultra,North,Retail,2.0,271.13,0.13,0.08,10.53,2025-11-24,2025-11-26,69,Web Search,Urgent,WH-5,True,Pending
TXN-10599,CUST-1353,Smartphone X,West,Online,4.0,97.0,0.14,0.08,44.31,2025-02-08,2025-02-21,59,Referral,Medium,WH-2,True,Pending
TXN-10600,CUST-1092,Premium Laptop,East,Retail,6.0,244.28,0.06,0.08,15.0,2025-07-06,2025-07-12,36,Referral,Medium,WH-4,True,Approved
TXN-10601,CUST-1160,Tablet Ultra,East,Online,2.0,370.38,0.11,0.08,7.93,2025-01-16,2025-02-05,74,Web Search,High,WH-4,True,Pending
TXN-10602,CUST-1280,Premium Laptop,East,Retail,8.0,253.56,0.11,0.08,31.53,2025-12-14,2025-12-16,44,Web Search,Low,WH-3,True,Approved
TXN-10603,CUST-1005,Tablet Ultra,South,Online,15.5,152.01,0.02,0.08,28.81,2025-03-06,2025-03-18,36,Email Campaign,Urgent,WH-1,False,Approved
TXN-10604,CUST-1344,Smart Watch V2,North,Retail,3.0,188.73,0.23,0.08,21.61,2025-07-05,2025-07-24,42,Email Campaign,Medium,WH-2,False,Rejected
TXN-10605,CUST-1004,Smartphone X,West,Online,5.0,579.9,0.12,0.08,21.89,2025-01-17,2025-02-01,33,Social Media,Medium,WH-5,True,Approved
TXN-10606,CUST-1425,Tablet Ultra,East,Retail,5.0,287.28,0.25,0.08,36.4,2025-07-09,2025-07-12,57,Web Search,Medium,WH-2,True,Pending
TXN-10607,CUST-1034,Smart Watch V2,South,Retail,1.0,468.91,0.26,0.08,12.83,2025-10-21,2025-11-02,35,Referral,Urgent,WH-5,False,Pending
TXN-10608,CUST-1006,Tablet Ultra,West,Online,3.0,628.93,0.06,0.08,37.81,2025-07-23,2025-08-01,37,Referral,Low,WH-4,True,Approved
TXN-10609,CUST-1210,Smartphone X,East,Online,4.0,843.95,0.2,0.08,30.95,2025-05-08,2025-05-09,46,Web Search,High,WH-3,True,Rejected
TXN-10610,CUST-1050,Wireless Headphones,South,Wholesale,5.0,95.21,0.14,0.08,21.76,2025-04-06,2025-04-19,28,Social Media,High,WH-2,True,Rejected
TXN-10611,CUST-1268,Smart Watch V2,West,Online,7.0,969.32,0.26,0.08,23.32,2025-10-15,2025-10-24,27,Social Media,High,WH-2,True,Rejected
TXN-10612,CUST-1053,Smartphone X,South,Wholesale,5.0,772.09,0.06,0.08,15.27,2025-12-27,2026-01-16,40,Email Campaign,Medium,WH-1,True,Approved
TXN-10613,CUST-1350,Smart Watch V2,North,Online,8.0,144.02,0.2,0.08,35.08,2025-05-27,2025-06-12,33,Web Search,Low,WH-2,True,Approved
TXN-10614,CUST-1228,Smart Watch V2,South,Wholesale,6.0,1054.62,0.18,0.08,25.51,2025-04-13,2025-04-16,44,Email Campaign,Medium,WH-4,True,Pending
TXN-10615,CUST-1179,Premium Laptop,South,Retail,3.0,1109.0,0.09,0.08,17.83,2025-08-20,2025-09-04,52,Web Search,Medium,WH-3,True,Pending
TXN-10616,CUST-1112,Smartphone X,South,Online,10.0,120.24,0.04,0.08,28.84,2025-02-14,2025-02-25,50,Web Search,Low,WH-1,True,Approved
TXN-10617,CUST-1371,Smartphone X,South,Wholesale,15.5,368.41,0.2,0.08,44.83,2025-12-08,2025-12-11,68,Web Search,Low,WH-5,True,Rejected
TXN-10618,CUST-1145,Smartphone X,South,Online,5.0,977.13,0.22,0.08,22.41,2025-10-09,2025-10-19,35,Referral,Urgent,WH-5,True,Rejected
TXN-10619,CUST-1128,Smart Watch V2,South,Retail,8.0,910.5,0.09,0.08,41.83,2025-03-22,2025-03-28,52,Web Search,Low,WH-4,True,Approved
TXN-10620,CUST-1098,Smart Watch V2,North,Retail,1.0,262.2,0.19,0.08,18.8,2025-07-05,2025-07-09,32,Email Campaign,Medium,WH-2,True,Approved
TXN-10621,CUST-1017,Smart Watch V2,East,Online,5.0,290.75,0.12,0.08,7.19,2025-04-13,2025-04-21,74,Social Media,High,WH-1,True,Approved
TXN-10622,CUST-1012,Premium Laptop,East,Online,6.0,476.04,0.21,0.08,13.17,2025-09-10,2025-09-28,34,Social Media,Urgent,WH-5,True,Rejected
TXN-10623,CUST-1317,Smart Watch V2,East,Wholesale,9.0,607.2,0.06,0.08,21.75,2025-10-21,2025-11-08,27,Referral,Low,WH-2,True,Approved
TXN-10624,CUST-1047,Tablet Ultra,South,Online,7.0,760.99,0.27,0.08,13.79,2025-03-08,2025-03-11,66,Web Search,Medium,WH-4,True,Pending
TXN-10625,CUST-1029,Tablet Ultra,East,Retail,6.0,474.25,0.09,0.08,5.01,2025-02-03,2025-02-19,56,Web Search,Low,WH-4,False,Rejected
TXN-10626,CUST-1480,Wireless Headphones,East,Retail,6.0,581.91,0.11,0.08,41.6,2025-09-27,2025-10-11,45,Web Search,Medium,WH-4,True,Rejected
TXN-10627,CUST-1304,Smart Watch V2,East,Online,9.0,909.59,0.02,0.08,38.76,2025-10-22,2025-11-02,28,Web Search,Medium,WH-4,True,Pending
TXN-10628,CUST-1336,Premium Laptop,North,Retail,5.0,92.19,0.03,0.08,34.69,2025-11-25,2025-12-10,22,Social Media,High,WH-1,True,Pending
TXN-10629,CUST-1457,Wireless Headphones,North,Online,8.0,340.3,0.15,0.08,11.71,2025-12-15,2025-12-20,71,Web Search,High,WH-5,True,Approved
TXN-10630,CUST-1427,Premium Laptop,South,Wholesale,2.0,870.35,0.08,0.08,9.81,2025-10-10,2025-10-16,75,Web Search,Medium,WH-4,False,Approved
TXN-10631,CUST-1111,Smartphone X,South,Online,6.0,1079.49,0.25,0.08,7.7,2025-03-08,2025-03-10,64,Web Search,Medium,WH-4,True,Rejected
TXN-10632,CUST-1486,Smart Watch V2,North,Retail,2.0,638.43,0.0,0.08,33.96,2025-03-05,2025-03-15,60,Social Media,Urgent,WH-4,True,Rejected
TXN-10633,CUST-1306,Smart Watch V2,West,Wholesale,5.0,661.93,0.11,0.08,42.15,2025-03-26,2025-04-03,56,Web Search,Medium,WH-4,True,Rejected
TXN-10634,CUST-1326,Smart Watch V2,South,Online,2.0,173.25,0.1,0.08,22.22,2025-06-27,2025-07-14,28,Social Media,High,WH-1,True,Rejected
TXN-10635,CUST-1062,Wireless Headphones,North,Online,3.0,564.52,0.01,0.08,9.77,2025-05-26,2025-06-04,73,Web Search,Low,WH-1,True,Rejected
TXN-10636,CUST-1362,Premium Laptop,South,Online,3.0,662.51,0.04,0.08,25.5,2025-04-11,2025-04-29,44,Referral,Urgent,WH-2,True,Rejected
TXN-10637,CUST-1490,Smart Watch V2,North,Retail,4.0,328.84,0.12,0.08,18.95,2025-05-21,2025-05-31,31,Email Campaign,High,WH-3,False,Rejected
TXN-10638,CUST-1061,Smart Watch V2,East,Retail,2.0,359.63,0.15,0.08,19.99,2025-11-11,2025-11-28,44,Social Media,Low,WH-4,True,Pending
TXN-10639,CUST-1044,Smart Watch V2,East,Online,5.0,483.88,0.12,0.08,29.85,2025-11-25,2025-12-14,39,Email Campaign,Urgent,WH-2,False,Pending
TXN-10640,CUST-1438,Smart Watch V2,South,Online,6.0,73.08,0.16,0.08,33.75,2025-03-20,2025-04-09,33,Email Campaign,Urgent,WH-3,True,Approved
TXN-10641,CUST-1309,Tablet Ultra,East,Online,10.0,420.39,0.18,0.08,9.42,2025-11-06,2025-11-25,34,Web Search,High,WH-2,False,Approved
TXN-10642,CUST-1066,Premium Laptop,East,Online,10.0,293.17,0.0,0.08,6.42,2025-01-22,2025-01-23,50,Social Media,Low,WH-1,True,Rejected
TXN-10643,CUST-1192,Premium Laptop,West,Online,8.0,426.62,0.14,0.08,44.77,2025-02-11,2025-03-02,39,Referral,Medium,WH-2,True,Approved
TXN-10644,CUST-1336,Smart Watch V2,West,Online,6.0,187.73,0.29,0.08,14.31,2025-05-16,2025-06-04,62,Web Search,Urgent,WH-2,True,Rejected
TXN-10645,CUST-1391,Wireless Headphones,South,Online,2.0,1074.11,0.16,0.08,7.15,2025-08-02,2025-08-03,28,Web Search,Medium,WH-2,True,Pending
TXN-10646,CUST-1460,Smartphone X,South,Online,1.0,732.63,0.2,0.08,12.6,2025-09-12,2025-09-30,35,Web Search,Medium,WH-2,True,Rejected
TXN-10647,CUST-1331,Wireless Headphones,East,Retail,4.0,830.97,0.09,0.08,6.56,2025-05-29,2025-06-08,49,Web Search,Low,WH-3,True,Approved
TXN-10648,CUST-1289,Smart Watch V2,North,Online,2.0,957.55,0.23,0.08,20.67,2025-09-05,2025-09-18,25,Email Campaign,Low,WH-5,True,Rejected
TXN-10649,CUST-1411,Smart Watch V2,East,Retail,2.0,623.21,0.23,0.08,37.1,2025-06-02,2025-06-04,45,Web Search,Medium,WH-5,True,Pending
TXN-10650,CUST-1495,Smartphone X,South,Retail,15.5,149.96,0.16,0.08,18.65,2025-03-22,2025-04-07,20,Web Search,Urgent,WH-5,True,Pending
TXN-10651,CUST-1094,Smart Watch V2,South,Online,1.0,667.67,0.29,0.08,22.77,2025-08-26,2025-09-15,62,Web Search,High,WH-1,True,Pending
TXN-10652,CUST-1458,Wireless Headphones,East,Online,7.0,724.87,0.04,0.08,32.02,2025-03-15,2025-03-26,19,Web Search,Urgent,WH-1,False,Pending
TXN-10653,CUST-1056,Smart Watch V2,East,Retail,9.0,907.26,0.01,0.08,25.36,2025-06-26,2025-07-01,44,Web Search,Urgent,WH-2,True,Approved
TXN-10654,CUST-1356,Smart Watch V2,East,Retail,4.0,546.41,0.23,0.08,39.46,2025-07-09,2025-07-13,22,Email Campaign,High,WH-4,True,Pending
TXN-10655,CUST-1094,Premium Laptop,South,Online,8.0,196.72,0.24,0.08,39.64,2025-06-13,2025-06-17,65,Email Campaign,Medium,WH-4,True,Rejected
TXN-10656,CUST-1129,Smartphone X,South,Online,3.0,376.34,0.04,0.08,5.4,2025-05-17,2025-05-22,65,Web Search,Urgent,WH-5,False,Pending
TXN-10657,CUST-1150,Wireless Headphones,West,Online,10.0,467.54,0.08,0.08,36.12,2025-02-19,2025-03-04,51,Social Media,Low,WH-2,False,Pending
TXN-10658,CUST-1239,Tablet Ultra,East,Online,1.0,792.8,0.01,0.08,23.43,2025-11-12,2025-11-18,34,Email Campaign,Urgent,WH-4,False,Pending
TXN-10659,CUST-1338,Smart Watch V2,West,Online,9.0,706.4,0.09,0.08,44.55,2025-06-17,2025-06-28,54,Social Media,Low,WH-4,True,Pending
TXN-10660,CUST-1479,Wireless Headphones,East,Retail,5.0,459.51,0.23,0.08,24.33,2025-04-08,2025-04-24,58,Referral,Urgent,WH-3,True,Approved
TXN-10661,CUST-1038,Smart Watch V2,South,Online,5.0,1184.49,0.16,0.08,44.48,2025-09-21,2025-10-01,52,Social Media,Urgent,WH-5,False,Rejected
TXN-10662,CUST-1327,Tablet Ultra,East,Retail,9.0,746.64,0.1,0.08,35.18,2025-09-12,2025-09-25,64,Referral,Medium,WH-1,False,Rejected
TXN-10663,CUST-1232,Tablet Ultra,West,Online,4.0,322.81,0.11,0.08,14.94,2025-09-16,2025-09-24,28,Web Search,Urgent,WH-1,True,Rejected
TXN-10664,CUST-1472,Wireless Headphones,East,Retail,2.0,1820.19,0.0,0.08,-15.618750000000006,2025-04-21,2025-04-23,53,Email Campaign,Medium,WH-4,True,Pending
TXN-10665,CUST-1141,Smart Watch V2,East,Online,6.0,225.79,0.09,0.08,44.69,2025-01-26,2025-02-15,35,Web Search,Urgent,WH-4,True,Rejected
TXN-10666,CUST-1393,Smartphone X,West,Retail,4.0,332.85,0.19,0.08,39.3,2025-12-01,2025-12-11,35,Referral,Medium,WH-5,True,Pending
TXN-10667,CUST-1218,Wireless Headphones,West,Online,10.0,234.78,0.29,0.08,8.89,2025-09-30,2025-10-02,72,Social Media,High,WH-1,True,Rejected
TXN-10668,CUST-1354,Smart Watch V2,West,Online,7.0,264.55,0.25,0.08,33.25,2025-08-09,2025-08-18,68,Referral,Low,WH-3,True,Approved
TXN-10669,CUST-1462,Smart Watch V2,East,Online,5.0,377.86,0.01,0.08,18.82,2025-07-07,2025-07-19,38,Referral,Low,WH-2,True,Pending
TXN-10670,CUST-1341,Wireless Headphones,South,Wholesale,5.0,249.38,0.27,0.08,5.28,2025-01-24,2025-02-12,43,Social Media,High,WH-3,True,Rejected
TXN-10671,CUST-1394,Smart Watch V2,East,Online,4.0,1081.28,0.23,0.08,21.14,2025-10-15,2025-11-02,34,Referral,Medium,WH-3,True,Pending
TXN-10672,CUST-1394,Smartphone X,West,Online,5.0,142.27,0.23,0.08,14.39,2025-05-28,2025-06-14,57,Web Search,Low,WH-4,True,Rejected
TXN-10673,CUST-1165,Tablet Ultra,South,Wholesale,3.0,653.19,0.14,0.08,37.75,2025-08-19,2025-08-28,57,Social Media,Medium,WH-1,False,Rejected
TXN-10674,CUST-1131,Wireless Headphones,West,Online,2.0,521.96,0.12,0.08,18.49,2025-11-16,2025-11-20,33,Email Campaign,Medium,WH-3,True,Pending
TXN-10675,CUST-1082,Smartphone X,South,Online,1.0,1179.74,0.09,0.08,38.1,2025-03-07,2025-03-20,55,Web Search,Medium,WH-3,True,Pending
TXN-10676,CUST-1399,Smart Watch V2,North,Wholesale,7.0,178.84,0.02,0.08,5.02,2025-07-11,2025-07-22,57,Web Search,High,WH-1,False,Rejected
TXN-10677,CUST-1037,Smartphone X,West,Retail,8.0,507.53,0.07,0.08,17.31,2025-10-13,2025-10-18,37,Referral,High,WH-5,True,Rejected
TXN-10678,CUST-1141,Smartphone X,North,Wholesale,15.5,1164.89,0.07,0.08,14.65,2025-04-12,2025-04-25,42,Web Search,Medium,WH-2,False,Pending
TXN-10679,CUST-1397,Tablet Ultra,South,Retail,6.0,1045.33,0.15,0.08,14.34,2025-09-14,2025-09-16,62,Social Media,Urgent,WH-2,False,Rejected
TXN-10680,CUST-1031,Smartphone X,West,Wholesale,6.0,989.63,0.22,0.08,7.73,2025-03-12,2025-03-28,23,Social Media,Urgent,WH-2,True,Approved
TXN-10681,CUST-1195,Smart Watch V2,East,Retail,10.0,346.59,0.14,0.08,12.48,2025-09-23,2025-10-13,55,Email Campaign,Medium,WH-3,False,Rejected
TXN-10682,CUST-1198,Smartphone X,South,Online,2.0,246.52,0.02,0.08,27.22,2025-09-21,2025-10-11,38,Social Media,Medium,WH-1,False,Rejected
TXN-10683,CUST-1170,Smart Watch V2,North,Retail,6.0,818.94,0.29,0.08,16.65,2025-06-13,2025-07-03,21,Web Search,High,WH-4,True,Approved
TXN-10684,CUST-1030,Smart Watch V2,South,Retail,8.0,1118.78,0.28,0.08,21.7,2025-06-03,2025-06-20,57,Web Search,High,WH-3,False,Rejected
TXN-10685,CUST-1132,Wireless Headphones,South,Wholesale,5.0,690.28,0.24,0.08,20.07,2025-09-18,2025-10-07,56,Web Search,Medium,WH-4,True,Pending
TXN-10686,CUST-1489,Tablet Ultra,East,Retail,6.0,707.35,0.3,0.08,40.04,2025-06-03,2025-06-04,21,Email Campaign,Low,WH-3,True,Rejected
TXN-10687,CUST-1416,Tablet Ultra,North,Online,4.0,371.98,0.16,0.08,41.21,2025-07-08,2025-07-12,67,Web Search,Low,WH-4,True,Approved
TXN-10688,CUST-1135,Premium Laptop,West,Retail,3.0,934.92,0.29,0.08,24.72,2025-08-02,2025-08-03,41,Email Campaign,High,WH-3,True,Pending
TXN-10689,CUST-1091,Premium Laptop,East,Retail,5.0,265.1,0.02,0.08,18.21,2025-11-02,2025-11-21,42,Referral,Urgent,WH-2,True,Pending
TXN-10690,CUST-1225,Wireless Headphones,East,Online,8.0,422.23,0.11,0.08,9.27,2025-10-23,2025-10-25,20,Web Search,Medium,WH-4,False,Pending
TXN-10691,CUST-1035,Wireless Headphones,West,Wholesale,7.0,539.25,0.07,0.08,43.14,2025-10-26,2025-11-12,22,Email Campaign,Urgent,WH-1,True,Rejected
TXN-10692,CUST-1251,Wireless Headphones,West,Retail,8.0,633.75,0.06,0.08,7.41,2025-11-19,2025-12-02,45,Email Campaign,High,WH-1,True,Rejected
TXN-10693,CUST-1475,Smartphone X,West,Retail,3.0,328.77,0.04,0.08,16.91,2025-03-17,2025-03-25,21,Referral,Low,WH-5,True,Pending
TXN-10694,CUST-1102,Smartphone X,North,Wholesale,7.0,182.06,0.19,0.08,16.92,2025-01-17,2025-01-21,56,Social Media,Medium,WH-4,True,Approved
TXN-10695,CUST-1312,Premium Laptop,East,Online,1.0,752.21,0.23,0.08,17.82,2025-04-08,2025-04-19,67,Web Search,Low,WH-2,True,Rejected
TXN-10696,CUST-1201,Smartphone X,South,Online,6.0,381.93,0.17,0.08,11.57,2025-08-03,2025-08-10,43,Email Campaign,Urgent,WH-4,True,Rejected
TXN-10697,CUST-1091,Wireless Headphones,East,Retail,3.0,718.42,0.04,0.08,36.33,2025-07-30,2025-08-19,38,Referral,Urgent,WH-2,True,Rejected
TXN-10698,CUST-1330,Smart Watch V2,East,Wholesale,1.0,227.52,0.24,0.08,9.9,2025-08-30,2025-09-01,63,Referral,High,WH-4,True,Approved
TXN-10699,CUST-1251,Smartphone X,North,Online,3.0,603.31,0.19,0.08,30.4,2025-12-28,2026-01-04,24,Social Media,Low,WH-2,False,Pending
TXN-10700,CUST-1055,Tablet Ultra,East,Online,3.0,662.48,0.12,0.08,9.95,2025-10-15,2025-10-31,34,Web Search,High,WH-1,False,Rejected
TXN-10701,CUST-1073,Smartphone X,South,Retail,1.0,109.6,0.2,0.08,7.82,2025-09-27,2025-10-03,56,Referral,Medium,WH-5,True,Approved
TXN-10702,CUST-1276,Tablet Ultra,North,Retail,3.0,437.09,0.08,0.08,41.38,2025-08-24,2025-09-04,49,Web Search,Medium,WH-5,True,Rejected
TXN-10703,CUST-1393,Smart Watch V2,South,Retail,4.0,204.58,0.1,0.08,12.61,2025-10-07,2025-10-16,28,Social Media,Urgent,WH-3,False,Approved
TXN-10704,CUST-1220,Wireless Headphones,South,Online,5.0,122.88,0.28,0.08,37.85,2025-11-09,2025-11-17,59,Email Campaign,Low,WH-4,True,Rejected
TXN-10705,CUST-1111,Wireless Headphones,West,Online,9.0,1188.45,0.09,0.08,26.79,2025-05-23,2025-05-31,69,Email Campaign,Urgent,WH-5,True,Approved
TXN-10706,CUST-1314,Wireless Headphones,East,Online,4.0,420.71,0.14,0.08,8.11,2025-06-02,2025-06-09,51,Web Search,Medium,WH-3,False,Approved
TXN-10707,CUST-1329,Premium Laptop,North,Wholesale,8.0,981.36,0.27,0.08,43.22,2025-12-20,2025-12-31,34,Web Search,Medium,WH-3,True,Rejected
TXN-10708,CUST-1054,Wireless Headphones,East,Online,3.0,342.84,0.21,0.08,14.88,2025-09-03,2025-09-12,36,Referral,Medium,WH-5,True,Approved
